object_id,img_file_name,collection_method,ESD_um,area_um2,biovolume_um3,object_circ.,object_elongation,object_solidity,object_eccentricity,object_MeanHue,object_MeanSaturation,object_MeanValue,umap_x,umap_y
2024-03-12_01-32-20-218153_9,2024-03-12_01-32-20-218153_9.jpg,PP,56.644184632957774,2520.0,112465.06330503299,0.273781557339486,2.5395939556100684,0.6667658877809198,0.9192116847689448,61.09464285714286,41.17455357142857,198.04955357142856,-1.5188416,8.0945015
2024-03-12_01-32-22-033336_0,2024-03-12_01-32-22-033336_0.jpg,PP,57.53489081738429,2599.875,110519.51195889407,0.2482005687775046,1.5689125627009817,0.711076923076923,0.7705461994536661,123.59195153613156,6.421246213760277,244.3212894850714,-3.2882583,8.449641
2024-03-12_01-32-22-033336_1,2024-03-12_01-32-22-033336_1.jpg,PP,160.2899245996265,20179.125,2895588.7244861154,0.1523568430453145,2.326401792303884,0.4765725672534042,0.9029010940313592,65.49838323019458,67.81270558064337,171.4571556001561,-3.8499434,11.709368
2024-03-12_01-32-22-033336_2,2024-03-12_01-32-22-033336_2.jpg,PP,58.12316577355467,2653.3125,106809.44418691576,0.4948269545266978,2.0175237686697316,0.7971945242521548,0.8685182954718881,54.0248039007844,85.00381598473606,201.92940428238288,7.564011,9.538088
2024-03-12_01-32-22-033336_3,2024-03-12_01-32-22-033336_3.jpg,PP,41.450659682911635,1349.4375,52378.01904053894,0.4058294887278246,1.3852553329758828,0.6858204688393368,0.6920093088587467,87.71238015839933,33.45894122551063,229.3868278449354,-2.1541805,9.921065
2024-03-12_01-32-22-033336_4,2024-03-12_01-32-22-033336_4.jpg,PP,41.72619680672789,1367.4375,33283.151578875564,0.8749747869002651,1.3130231303376665,0.9774829111379172,0.6480459879682507,59.55697243932538,101.2591526120938,205.95392842451665,6.0536714,7.533823
2024-03-12_01-32-22-033336_5,2024-03-12_01-32-22-033336_5.jpg,PP,20.867389014906145,342.0,1604.6515371478351,0.1914594510844553,10.658402201579932,0.76,0.9955889223150748,140.16118421052633,29.67269736842105,232.8059210526316,-3.1444674,6.0784483
2024-03-12_01-32-22-033336_6,2024-03-12_01-32-22-033336_6.jpg,PP,43.185386685206716,1464.75,40362.74448646295,0.5204283703026951,1.930664208912469,0.7931769722814499,0.8554069821200656,44.77112135176651,81.13824884792626,210.16129032258064,7.4572434,7.5519075
2024-03-12_01-32-22-033336_7,2024-03-12_01-32-22-033336_7.jpg,PP,53.03982253073951,2209.5,63383.09798417939,0.7801360007569834,1.6215338612977177,0.9603911980440096,0.7871982332780879,60.175661914460285,129.69933808553972,193.39383910386965,8.928923,9.219407
2024-03-12_01-32-23-742119_0,2024-03-12_01-32-23-742119_0.jpg,PP,45.21883602408542,1605.9375,40508.45426527291,0.4116795385210743,2.466342843052842,0.7660316608532332,0.9141133934880674,62.820665499124345,80.12329246935201,208.6984238178634,8.842756,5.573278
